Mouse_Symbol,Human_Symbol_Manning,Human_Symbol_KinHub,Human_Symbol_Coral,Human_Symbol_Legacy,Description,Group,Family,Subfamily,UniProt_Human,MGI_Mouse,Entrez_Mouse,Source,Date,UniProt_Mouse_biomart,UniProt_Mouse_UniProtAPI,biomart_source,uniprotapi_source
Tex14,SgK307,SgK307,TEX14,SgK307,Inactive serine/threonine-protein kinase TEX14,Other,NKF5,"",Q8IWB6,MGI:1933227,83560,KinHub,10/6/2020,Q7M6U3;,Q7M6U3;Q5ND21;Q5ND20;B2KGK9,biomart,uniprot_api
Tgfbr1,TGFbR1,TGFbR1,TGFBR1,TGFbR1,TGF-beta receptor type-1,TKL,STKR,STKR1,P36897,MGI:98728,21812,KinHub,10/6/2020,Q64729;,Q64729;Q4FJL1;Q9D5H8;E9Q418;Q3U485;Q9CVP4,biomart,uniprot_api
Tgfbr2,TGFbR2,TGFbR2,TGFBR2,TGFbR2,TGF-beta receptor type-2,TKL,STKR,STKR2,P37173,MGI:98729,21813,KinHub,10/6/2020,Q62312,Q62312;Q3UG22;Q8BQS9;Q91ZR8;Q8BRS2;Q543C0;Q78JJ8,biomart,uniprot_api
Tie1,TIE1,TIE1,TIE1,TIE1,Tyrosine-protein kinase receptor Tie-1,TK,Tie,"",P35590,MGI:99906,21846,KinHub,10/6/2020,;Q06806,Q06806;Q6PAP2,biomart,uniprot_api
Tk2,"","",TK2,"","thymidine kinase 2, mitochondrial",Metabolic,"","","",MGI:1913266,57813,MGI,10/6/2020,"",Q9R088;Q8BN51;Q8VCF9;A0A1D5RMD6;A0A1D5RLH9;A0A1D5RLI6,,uniprot_api
Tlk1,TLK1,TLK1,TLK1,TLK1,Serine/threonine-protein kinase tousled-like 1,Other,TLK,"",Q9UKI8,MGI:2441683,228012,KinHub,10/6/2020,Q8C0V0,Q8C0V0;Q6A0C1;A0PJK0,biomart,uniprot_api
Tlk2,TLK2,TLK2,TLK2,TLK2,Serine/threonine-protein kinase tousled-like 2,Other,TLK,"",Q86UE8,MGI:1346023,24086,KinHub,10/6/2020,O55047;,O55047;B1ASU9;P70320;B7ZC84;F6XSD0;Q3TTG3;B7ZC85;D6RHM1;Q6NZC4,biomart,uniprot_api
Tnik,TNIK,ZC2/TNIK,TNIK,TNIK,TRAF2 and NCK-interacting protein kinase,STE,STE20,MSN,Q9UKE5,MGI:1916264,665113,KinHub,10/6/2020,;P83510,P83510;B2RQ80;B2RXX2;B2RY17;E0CXD6;E0CY98;E9PUL9;B9EKN8;E0CZF8;E0CYV5;E0CZD7;Q8C9G9;Q8C575,biomart,uniprot_api
Tnk1,TNK1,TNK1,TNK1,TNK1,Non-receptor tyrosine-protein kinase TNK1,TK,Ack,"",Q13470,MGI:1930958,83813,KinHub,10/6/2020,Q99ML2;,Q99ML2;Q3TJU8;A2ARN2;Q5F2B4;Q5F2B6,biomart,uniprot_api
Tnk2,ACK,ACK,TNK2,ACK,Activated CDC42 kinase 1,TK,Ack,"",Q07912,MGI:1858308,51789,KinHub,10/6/2020,"",O54967;G3X9X7;A0A0R4J1L0;A0A5F8MPC4;A0A5F8MPM0;D3Z3U5;A0A5F8MQ87;D3Z3U6;E9Q5M1;A0A494BAM7;D3Z3U7;E9PWA3;A0A5F8MPJ9;A0A1Y7VJA6;A0A5F8MPJ6;E9QN60;A0A5F8MPI0;A0A5F8MPL4;E9QN61;A0A1Y7VLM9,,uniprot_api
Tnni3k,HH498,HH498,TNNI3K,HH498,Serine/threonine-protein kinase TNNI3K,TKL,MLK,HH498,Q59H18,MGI:2443276,435766,KinHub,10/6/2020,Q5GIG6,Q5GIG6;Q8BFR0,biomart,uniprot_api
Trib1,Trb1,Trb1,TRIB1,Trb1,Tribbles homolog 1,CAMK,Trbl,"",Q96RU8,MGI:2443397,211770,KinHub,10/6/2020,Q8K4K4,Q8K4K4,biomart,uniprot_api
Trib2,Trb2,Trb2,TRIB2,Trb2,Tribbles homolog 2,CAMK,Trbl,"",Q92519,MGI:2145021,217410,KinHub,10/6/2020,Q8K4K3;,Q8K4K3;A0A1Y7VJR1;A0A1Y7VK24,biomart,uniprot_api
Trib3,Trb3,Trb3,TRIB3,Trb3,Tribbles homolog 3,CAMK,Trbl,"",Q96RU7,MGI:1345675,228775,KinHub,10/6/2020,Q8K4K2,Q8K4K2;Q3UJJ9,biomart,uniprot_api
Trio,Trio,Trio,TRIO,Trio,Triple functional domain protein,CAMK,Trio,"",O75962,MGI:1927230,223435,KinHub,10/6/2020,Q0KL02;,Q0KL02;A0A2I3BRP6;A0A2I3BRF7;A0A2I3BPR4;A0A2I3BS12;A0A2I3BQT2;A0A2I3BRK3,biomart,uniprot_api
Trp53rka,"","",TP53RK,"",transformation related protein 53 regulating kinase A,Other,"","","",MGI:1918294,381406,MGI,10/6/2020,"",Q5U452,,uniprot_api
Trp53rkb,PRPK,PRPK,TP53RK,PRPK,TP53-regulating kinase,Other,Bud32,"",Q96S44,MGI:1914050,76367,KinHub,10/6/2020,"",Q99PW4;Q543M9;A2A5R0,,uniprot_api
Trpm6,ChaK2,ChaK2,TRPM6,ChaK2,Transient receptor potential cation channel subfamily M member 6,Atypical,Alpha,ChaK,Q9BX84,MGI:2675603,225997,KinHub,10/6/2020,Q8CIR4;,Q8CIR4;A0A494BAU5;A0A494B9V5,biomart,uniprot_api
Trpm7,ChaK1,ChaK1,TRPM7,ChaK1,Transient receptor potential cation channel subfamily M member 7,Atypical,Alpha,ChaK,Q96QT4,MGI:1929996,58800,KinHub,10/6/2020,Q923J1;,Q923J1;B9EK83;A2AI57;F6QKC0,biomart,uniprot_api
Trrap,TRRAP,TRRAP,TRRAP,TRRAP,Transformation/transcription domain-associated protein,Atypical,PIKK,TRRAP,Q9Y4A5,MGI:2153272,100683,KinHub,10/6/2020,"",Q80YV3;F7CGG2;Q3TIP5;Q3UH32;E9PWT1;E9PZA7;E9QLK7;A0A1D5RLL4;D3YY11,,uniprot_api
Tssk1,TSSK1,TSSK1,TSSK1B,TSSK1,Testis-specific serine/threonine-protein kinase 1,CAMK,TSSK,"",Q9BXA7,MGI:1347557,22114,KinHub,10/6/2020,Q61241,Q61241,biomart,uniprot_api
Tssk2,TSSK2,TSSK2,TSSK2,TSSK2,Testis-specific serine/threonine-protein kinase 2,CAMK,TSSK,"",Q96PF2,MGI:1347559,22115,KinHub,10/6/2020,O54863,O54863,biomart,uniprot_api
Tssk3,TSSK3,TSSK3,TSSK3,TSSK3,Testis-specific serine/threonine-protein kinase 3,CAMK,TSSK,"",Q96PN8,MGI:1929914,58864,KinHub,10/6/2020,Q9D2E1,Q9D2E1,biomart,uniprot_api
Tssk4,TSSK4,TSSK4,TSSK4,TSSK4,Testis-specific serine/threonine-protein kinase 4,CAMK,TSSK,"",Q6SA08,MGI:1918349,71099,KinHub,10/6/2020,Q9D411;,Q9D411;A0A2I3BQE9;A0A2I3BQS0;A0A2I3BQM6,biomart,uniprot_api
Tssk6,SSTK,SSTK,TSSK6,SSTK,Testis-specific serine/threonine-protein kinase 6,CAMK,TSSK,"",Q9BXA6,MGI:2148775,83984,KinHub,10/6/2020,Q925K9,Q925K9,biomart,uniprot_api
Ttbk1,TTBK1,TTBK1,TTBK1,TTBK1,Tau-tubulin kinase 1,CK1,TTBK,"",Q5TCY1,MGI:2147036,106763,KinHub,10/6/2020,Q6PCN3;,Q3UVR3;Q6PCN3;A0A286YDE4;Q8C7W1;Q69Z87;A0A286YE90,biomart,uniprot_api
Ttbk2,TTBK2,TTBK2,TTBK2,TTBK2,Tau-tubulin kinase 2,CK1,TTBK,"",Q6IQ55,MGI:2155779,140810,KinHub,10/6/2020,Q3UVR3;,Q3UVR3;A2AW13;A2AW15;A2AW14,biomart,uniprot_api
Ttk,TTK,TTK,TTK,TTK,Dual specificity protein kinase TTK,Other,TTK,"",P33981,MGI:1194921,22137,KinHub,10/6/2020,;P35761,P35761;Q8BY97;Q6PD96;Q8BX21;A0A087WPS8;Q3TPW2,biomart,uniprot_api
Ttn,TTN,TTN,TTN,TTN,Titin,CAMK,MLCK,"",Q8WZ42,MGI:98864,22138,KinHub,10/6/2020,;A2ASS6,A2ASS6;A0A5K1VVQ1;A0A5K1VVQ9;E9Q8N1;Q3TZL3;F7CR78;A0A087WRP0;A2AT65;F6RSJ3;Q8BUJ0;Q8BUJ6;Q8R112;Q8R4N3;A2AT62;A2AT67;A2AT68;F6Q6Z0;Q3UT48;Q8BM32;Q8R4N2;A2AT66;Q812E1;Q8BID4;Q8BIH3;Q8BUC9;Q9CTL3;Q9CV48;A2AT64;F6ZRX7;Q8BUX4;Q8R4N1;A2AT61;A2AT63;A2AT70;F6ZZ75;Q8C139;Q9D6N4,biomart,uniprot_api
Txk,TXK,TXK,TXK,TXK,Tyrosine-protein kinase TXK,TK,Tec,"",P42681,MGI:102960,22165,KinHub,10/6/2020,;P42682,P42682;B2RQ20;Q0VBP6;A0A0G2JG94,biomart,uniprot_api
Tyk2,TYK2,TYK2,TYK2,TYK2,Non-receptor tyrosine-protein kinase TYK2,TK,Jak,"",P29597,MGI:1929470,54721,KinHub,10/6/2020,;Q9R117,Q9R117;Q3U447;E9QJS1;Q2M4G5;Q3TDN4;Q3TIS9;A0A1L1SVI6,biomart,uniprot_api
Tyro3,TYRO3,TYRO3,TYRO3,TYRO3,Tyrosine-protein kinase receptor TYRO3,TK,Axl,"",Q06418,MGI:104294,22174,KinHub,10/6/2020,P55144,P55144;Q62121,biomart,uniprot_api
Uhmk1,KIS,KIS,UHMK1,KIS,Serine/threonine-protein kinase Kist,Other,KIS,"",Q8TAS1,MGI:1341908,16589,KinHub,10/6/2020,;P97343,P97343;Q8C0N6;Q9D590;D3YUF5;Q8C8G1,biomart,uniprot_api
Ulk1,ULK1,ULK1,ULK1,ULK1,Serine/threonine-protein kinase ULK1,Other,ULK,"",O75385,MGI:1270126,22241,KinHub,10/6/2020,"",O70405;A0A0R4J0B3;Q3UFT4;Q3U0V5;Q3U350;Q6PB82;Q80TT3;A0A0G2JFU2;Q8K0Q7;A0A0G2JG09,,uniprot_api
Ulk2,ULK2,ULK2,ULK2,ULK2,Serine/threonine-protein kinase ULK2,Other,ULK,"",Q8IYT8,MGI:1352758,29869,KinHub,10/6/2020,Q9QY01,Q9QY01;Q3UG39;Q3UIJ5,biomart,uniprot_api
Ulk3,ULK3,ULK3,ULK3,ULK3,Serine/threonine-protein kinase ULK3,Other,ULK,"",Q6PHR2,MGI:1918992,71742,KinHub,10/6/2020,Q3U3Q1;,Q3U3Q1;A0A1L1SRU5,biomart,uniprot_api
Ulk4,ULK4,ULK4,ULK4,ULK4,Serine/threonine-protein kinase ULK4,Other,ULK,"",Q96C45,MGI:1921622,209012,KinHub,10/6/2020,;Q3V129,Q3V129;E9Q2P5;E9QKJ7;H7BX20;E9Q220,biomart,uniprot_api
Vrk1,VRK1,VRK1,VRK1,VRK1,Serine/threonine-protein kinase VRK1,CK1,VRK,"",Q99986,MGI:1261847,22367,KinHub,10/6/2020,Q80X41;,Q80X41;Q3UWH3;Q3TL56;A0A1Y7VMH3;A0A1Y7VLL5;Q8CA60,biomart,uniprot_api
Vrk2,VRK2,VRK2,VRK2,VRK2,Serine/threonine-protein kinase VRK2,CK1,VRK,"",Q86Y07,MGI:1917172,69922,KinHub,10/6/2020,Q8BN21;,Q8BN21;Q5SP86,biomart,uniprot_api
Vrk3,VRK3,VRK3,VRK3,VRK3,Inactive serine/threonine-protein kinase VRK3,CK1,VRK,"",Q8IV63,MGI:2182465,101568,KinHub,10/6/2020,Q8K3G5;,Q8K3G5;Q3TAR6;E9Q754;D3Z2U5;D3Z188;E9PW85;E9PY18,biomart,uniprot_api
Wee1,Wee1,Wee1,WEE1,Wee1,Wee1-like protein kinase,Other,WEE,"",P30291,MGI:103075,22390,KinHub,10/6/2020,P47810,P47810,biomart,uniprot_api
Wee2,Wee1B,Wee1B,WEE2,Wee1B,Wee1-like protein kinase 2,Other,WEE,"",P0C1S8,MGI:3027899,381759,KinHub,10/6/2020,;Q66JT0,Q66JT0;D3Z4B4;A0A0J9YVE7,biomart,uniprot_api
Wnk1,Wnk1,Wnk1,WNK1,Wnk1,Serine/threonine-protein kinase WNK1,Other,WNK,"",Q9H4A3,MGI:2442092,232341,KinHub,10/6/2020,P83741;,P83741;Q6SLK2;F7CC62;Q8K2Q3;F6TAR7;A0A0R4J274;F6TW99;F6U2S8;F7B663;F7CZC4;F6S7V4;F6V9V5;Q208V0;F7CBK9;J3QPK0;Q3TU87;Q7TPR2,biomart,uniprot_api
Wnk2,Wnk2,Wnk2,WNK2,Wnk2,Serine/threonine-protein kinase WNK2,Other,WNK,"",Q9Y3S1,MGI:1922857,75607,KinHub,10/6/2020,"",Q3UH66;E9Q6Q2;E9QM73;E9QMI8;E0CZE3;E9QJQ9;E9QMI9;E0CYT1;F6SRP4;A0A0R4J1Z1;Q3V473;F7BQG5,,uniprot_api
Wnk3,Wnk3,Wnk3,WNK3,Wnk3,Serine/threonine-protein kinase WNK3,Other,WNK,"",Q9BYP7,MGI:2652875,279561,KinHub,10/6/2020,Q80XP9;,Q80XP9;V9GXP7,biomart,uniprot_api
Wnk4,Wnk4,Wnk4,WNK4,Wnk4,Serine/threonine-protein kinase WNK4,Other,WNK,"",Q96J92,MGI:1917097,69847,KinHub,10/6/2020,;Q80UE6,Q80UE6;Q56VR4;F6X7K7;E9PZ38;Q3U0H9;E9Q470;F6Z709;Q8C1P8,biomart,uniprot_api
Yes1,YES,YES,YES1,YES,Tyrosine-protein kinase Yes,TK,Src,"",P07947,MGI:99147,22612,KinHub,10/6/2020,Q04736;,Q04736;Q3TJI7;Q8CBP1;Q8C762;A0A0J9YUV2;Q8C6U9,biomart,uniprot_api
Zap70,ZAP70,ZAP70,ZAP70,ZAP70,Tyrosine-protein kinase ZAP-70,TK,Syk,"",P43403,MGI:99613,22637,KinHub,10/6/2020,P43404;,P43404;A0A087WQ05,biomart,uniprot_api
